date,area_km2,data_source,cloud_coverage_percent,estimated_storage_bcm,cwc_storage_bcm,percent_full
2000-01-01,0.1930285200317383,jrc,,5.697539532806368e-06,,0.00039131452835208574
2000-02-01,0.0,jrc,,0.0,,0.0
2000-03-01,0.0,jrc,,0.0,,0.0
2000-04-01,84.69785584521455,jrc,,1.0498577954186015,,72.10561781721164
2000-05-01,0.009289935302734375,jrc,,1.3488814075415518e-08,,9.264295381466701e-07
2000-06-01,2.173378916015624,jrc,,0.0007097912496977416,,0.04874939901770204
2000-07-01,0.0,jrc,,0.0,,0.0
2000-08-01,0.0,jrc,,0.0,,0.0
2000-09-01,88.98325330136961,jrc,,1.1583707599191706,,79.55843131312986
2000-10-01,93.9047010701044,jrc,,1.2895466598589045,,88.5677651001995
2000-11-01,0.06707046896685431,jrc,,6.93136103557383e-07,,4.760550161795213e-05
2000-12-01,91.07889653282976,jrc,,1.2133710442496608,,83.33592336879538
2001-01-01,85.08668588485614,jrc,,1.059484270409182,,72.76677681381744
2001-02-01,0.0,jrc,,0.0,,0.0
2001-03-01,74.06713927016244,jrc,,0.8036314520821299,,55.19446786278365
2001-04-01,0.19085131952526624,jrc,,5.570193128448325e-06,,0.00038256820937145096
2001-05-01,66.48649362313309,jrc,,0.6480535278374066,,44.50917086795375
2001-06-01,0.0,jrc,,0.0,,0.0
2001-07-01,3.374731855529762,jrc,,0.0017059246261863447,,0.11716515289741378
2001-08-01,0.0,jrc,,0.0,,0.0
2001-09-01,94.87347522624256,jrc,,1.3161938525475887,,90.3979294332135
2001-10-01,34.71758510812232,jrc,,0.17753273749796977,,12.193182520464957
2001-11-01,0.0,jrc,,0.0,,0.0
2001-12-01,95.17951547435034,jrc,,1.3246682594694599,,90.97996287564972
2002-01-01,75.21812987034747,jrc,,0.82870992626003,,56.916890539837226
2002-02-01,83.9655443254674,jrc,,1.0318464234732518,,70.86857304074532
2002-03-01,78.90224294132203,jrc,,0.9115623585551522,,62.6073048458209
2002-04-01,65.12119910032202,jrc,,0.6218044054388282,,42.70634652739205
2002-05-01,58.611554874999904,jrc,,0.5040869125913922,,34.62135388677144
2002-06-01,54.44959246782773,jrc,,0.435270205054733,,29.894931665847047
2002-07-01,0.0,jrc,,0.0,,0.0
2002-08-01,0.0,jrc,,0.0,,0.0
2002-09-01,55.870490563512504,jrc,,0.45819879568288835,,31.469697505692885
2002-10-01,75.46766468938884,jrc,,0.8341975790016968,,57.29378976660006
2002-11-01,78.10479582271928,jrc,,0.89329501365104,,61.352679509000005
2002-12-01,77.0493742832779,jrc,,0.8694014462523441,,59.71163779205661
2003-01-01,77.39118520529757,jrc,,0.8771043302072901,,60.24068201973146
2003-02-01,75.77097793267698,jrc,,0.8408921973922122,,57.753584985728864
